,title_g,description_g,manufacturer_g,price_g,id_g
227,punch software 84100 - punch! home design architectural series 4000 v.10.0 - architectural - pc,punch software 84100 : punch! home design architectural series 4000 brings you all the features of our industry-acclaimed punch! architectural series 3000 - plus we've fully integrated our most popular landscape software title master landscape pro. ...,,168.97,http://www.google.com/base/feeds/snippets/11050991040966629398
228,sony media software cinescore soundtrack creation software audio software for video,cinescore - professional soundtrack creation software for windows 2000/xp cinescore from sony media software is software that automatically generates an unlimited number of custom music tracks for various video projects. the software includes a dvd ...,,179.95,http://www.google.com/base/feeds/snippets/9167720084838534914
229,38038983 adobe robohelp server - ( v. 6.0 ) - upgrade package - 1 user - cd - win - inter,adobe systems 38038983 : usually ships in 24 hours : in stock : don't just publish and forget about your web-based help systems and knowledge bases.,,1070.64,http://www.google.com/base/feeds/snippets/13354986653235502766
230,topics entertainment phonics success essentials,phonics success essentials is the leading-edge suite of software tools for the personal computer. ideal for young students at all learning levels phonics success essentials has educator-endorsed award-winning lessons that will improve any student?s ...,,17.55,http://www.google.com/base/feeds/snippets/17624778694912125664
231,dvo enterprises inc. cookn cd recipe cards,150 printer-ready decorative 3x5 recipe cards. package includes a magnetic recipe card holder to protect the cards from spills and splatters and the cook`n favorites cd with 150 delicious recipes from five of our best selling products.,,17.55,http://www.google.com/base/feeds/snippets/17640225934406949646
232,microsoft e32-00575 - sql server 2005 developer edition x64 - complete product - dbms - 1 developer(s) - complete product - standard - english - pc,microsoft e32-00575 : organizations today face numerous data challenges such as the need to make faster and more data-driven decisions the need to increase the productivity and flexibility of development staff and pressure to reduce overall ...,,43.97,http://www.google.com/base/feeds/snippets/18436637620422411542
233,apple software m9372z/a final cut express 2.0 upgrade,now optimized for the power mac g5 and mac os x panther apples feature-rich dv editing software is designed for the complete beginner aspiring filmmaker educator and experienced dv editor alike. create professional-quality video with final cut ...,apple software,79.99,http://www.google.com/base/feeds/snippets/4672425011703995374
234,sony online entertainment inc 41032 everquest: titanium win 2000 xp,everquest: titanium (win 2000 xp),sony online entertainment inc,23.09,http://www.google.com/base/feeds/snippets/18422327928504968692
235,adobe premiere pro 2.0 software professional editing software,premiere pro 2.0 software for windows the premiere pro 2.0 software for windows from adobe is a professional editing solution for windows users. premiere pro 2.0 includes all the great features you expect from nle software including multiple video ...,,848.95,http://www.google.com/base/feeds/snippets/14794198635011271295
236,encore software 10675 - hoyle casino 2007 - win 98 me 2000 xp,encore software 10675 : hoyle casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games. system requirements: windows 98se/me/2000 sp4/xp (home & pro) sp1 ...,,18.97,http://www.google.com/base/feeds/snippets/4675262861576384624
237,true north technology inc. northstar,with northstar? you can use mac and pc applications side by side. it's simple and easy to use. northstar? allows you to purchase and instantly access a large library of software titles that are just a click away. if the software is n,,46.5,http://www.google.com/base/feeds/snippets/17941162981056466173
238,encore software 10443 - elementary school advantage 2007 - win 98 me 2000 xp,encore software 10443 : elementary school advantage? 2007 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 1000 lessons and exercises in the core subjects. system requirements: windows 98se/me ...,,26.97,http://www.google.com/base/feeds/snippets/10702491954940587385
239,mavis beacon 16,overview the leader in typing tutorial software for 10 years running mavis beacon teaches typing 16 delivers the customized training you need in a motivating engaging format. work at your own pace with lesson content that keeps you interested. ...,,17.9,http://www.google.com/base/feeds/snippets/17037106486883484113
240,apple mac os x v10.4 tiger software - family pack apple & mac software,mac os x v10.4 tiger operating system software - five license family pack the mac os x v10.4 tiger software family pack is apple's fifth major release of the osx operating system. it includes innovations that continue to push performance and speed ...,,199.95,http://www.google.com/base/feeds/snippets/4621582451171111860
241,century software tt-5 - century tinyterm v.4.2x - complete product - emulation - 5 user(s) - complete product - standard - pc,century software tt-5 : tinyterm is a powerful terminal emulation software applications designed for the mixed-host enterprise. they connect windows users to host applications running on ibm unix linux dec hp and other enterprise-level servers. ...,,395.97,http://www.google.com/base/feeds/snippets/6732814497585724663
242,emc securid appl mnt - ent/ std 17mo per u 2k5-25k - app0025000es17,,,16.0,http://www.google.com/base/feeds/snippets/18392872621013275757
243,topics entertainment instant immersion hawaiian audio,holiday in honolulu? meetings on maui? from kaua'i to kona now you can join the conversation with instant immersion hawaiian the dynamic audio language learning system on 8 compact discs.,,12.05,http://www.google.com/base/feeds/snippets/17836395815164917371
244,civilization iv warlords expansion for mac,requires the full version of civilization iv for mac os x to play minimum system requirements operating system: mac os x 10.3.9 or later cpu processor: powerpc g5 or intel cpu speed: 1.8 ghz or faster memory: 512 mb or higher hard disk space: 3.5 gb ...,,29.99,http://www.google.com/base/feeds/snippets/2284241765475162173
245,panda software bus sec 2006 3001-5k 2yr - b2pbsa6si,,,26.0,http://www.google.com/base/feeds/snippets/18401621573615453955
246,microsoft powerpoint mac 2004 version upgrade,or with a zoom sling and swish. bring down the house with dynamic new animations and transitions inspired by mac users. learn more about these and other presenter-friendly options in microsoft powerpoint 2004 for mac designed to keep you on track ...,,89.99,http://www.google.com/base/feeds/snippets/18379653518269884966
247,git amazing spider-man the complete collection dvd-rom,,,42.99,http://www.google.com/base/feeds/snippets/17555720475076621347
248,adobe 38018944dm tlp flashpaper 2 win esd1,tlp flashpaper 2 win esd1,,22.37,http://www.google.com/base/feeds/snippets/18383194708182428806
249,microsoft 164-04052,upg-v publisher 2007 win32,microsoft,90.24,http://www.google.com/base/feeds/snippets/18416188802563653999
250,hoyle(r) card games 2007,enjoy classic favorites and popular new card games with hoyle card games 2007. features over 75 card games including official rules tips and strategies for such games as poker cribbage bridge hearts rummy texas holdem and much more! create ...,,19.99,http://www.google.com/base/feeds/snippets/16555691540653957564
251,apple final cut studio 2,final cut studio 2. system requirements. minimum requirements to install all final cut studio applications a macintosh computer with a 1.25ghz or faster powerpc g4 powerpc g5 intel core duo or intel xeon processor 1gb of ram an agp or pci express ...,,1299.99,http://www.google.com/base/feeds/snippets/3286136250930686353
252,fogware hyb history dvd,windows: windows 2000 xp 128 mb ram dvd drive sound card microphone for recording macintosh: os x dvd drive sound card,,21.99,http://www.google.com/base/feeds/snippets/13482242609904424371
253,nik software color efex pro 2.0 complete edition for nikon capture 4 plug-in software for macintosh & windows,adorama camera: please note all software cannot be returned or exchanged. nik color efex pro 2.0 photographic filters offer features that enable you to make digital image enhancements that are easier and better. nik color efex pro 2.0 for nikon ...,,169.95,http://www.google.com/base/feeds/snippets/3407955772377951020
254,apple ilife '06,system requirements * macintosh computer with a powerpc g4 powerpc g5 or intel core processor; 733mhz or faster for idvd * 256mb of ram 512mb recommended * mac os x v10.3.9 or v10.4.3 or later; v10.4.4 recommended * itunes 6.0.2 and quicktime ...,,79.99,http://www.google.com/base/feeds/snippets/10849068506859926430
255,punch software 24100 - punch! 5 in 1 home design - complete product - architectural - 1 user - complete productcomplete productstandard - pc,punch software 24100 : power tools for serious home design plus ultimate deck for the perfect outdoor addition to your living space. p /p 5 powerful programs in one that launch from the same easy-to-use interface including our unique realmodel® ...,,35.97,http://www.google.com/base/feeds/snippets/3325089562849958903
256,apple/emagic logic pro 7.2 software music production software,logic pro 7.2 - multitrack digital audio/midi recorder/editor software - intel or powerpc mac logic pro 7.2 from apple turns either an intel- or powerpc-based mac into a professional digital audio workstation and provides the ultimate synthesis of ...,,999.0,http://www.google.com/base/feeds/snippets/14188088676549374410
257,freeverse software 006 active lancer,join lancer squad an elite team of flight capable soldiers on their current mission to defeat the diabolical war machine of an alien army bent on taking over the universe. join lancer squad an elite team of flight capable soldiers on their ...,freeverse software,18.99,http://www.google.com/base/feeds/snippets/12440223377432574651
258,adobe 38040450 - dreamweaver cs3 - complete product - web development - 1 user - complete product - academic - universal english - mac intel-based mac,adobe 38040450 : quickly and easily design develop and maintain websites and web applications - from start to finish - with adobe dreamweaver cs3 software. built for both designers and developers dreamweaver cs3 offers the choice of working in an ...,,182.97,http://www.google.com/base/feeds/snippets/18415197771734313133
259,adobe illustrator cs3 upgrade from freehand for mac,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 2.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,,206.99,http://www.google.com/base/feeds/snippets/3285016045940957596
260,corel painter x,system requirements mac os x (version 10.3.9 or higher with latest revision applied) macintosh® computer with a 700 mhz or faster power pc® g4 power pc g5 or intel® processor 256 mb of ram (512 mb recommended) mouse or tablet 24-bit color display ...,,395.99,http://www.google.com/base/feeds/snippets/7898902077337932386
261,adobe indesign cs3 for mac upgrade,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,,205.99,http://www.google.com/base/feeds/snippets/9761533219806554318
262,csdc best of card games j/c - on hand software,1. over 150 varieties of classic card game favorites 2. multiple variations of solitaire poker oh hell fan tan spite and malice canasta and more! 3. plus 5 games just for kids! memory old maid go fish war and crazy eights! 4. cu,,7.17,http://www.google.com/base/feeds/snippets/17392222800642377551
263,hewlett packard t1936aa ua0 - hp digital sending software 4.0 - complete product - document management - 1 device(s) - complete product - standard - multilingual - pc,hewlett packard t1936aa ua0 : the hp mfp digital sending software (hp dss ) is a software application that enables an hp multifunction peripheral (mfp) to send scanned documents directly to several types of destinations. e-mail send the document as ...,,342.97,http://www.google.com/base/feeds/snippets/8709560014305112537
264,onone software pps-30211 - on1 plug-in suite v.3.0 for adobe photoshop - complete product - image collection/editing/archive - complete product - pc mac intel-based mac,onone software pps-30211 : plug-in suite 3 combines 4 essential tools that save you time and money so you can get back to shooting. plug-in suite 3 is cs2 and cs3 compatible universal binary support offering fast native support for photoshop cs3 ...,,365.97,http://www.google.com/base/feeds/snippets/17138232112312322851
265,sos aggregation company airline tycoon deluxe - topware interactive,this economy simulator lets you manage every detail involved with running an airline. create the safest flying experience for your passengers and reap the rewards system requirements: g4/5 @ 1 ghz * 384 mb ram * cd rom * 200 mb hard drive space,,15.95,http://www.google.com/base/feeds/snippets/17293813878683470763
266,printshop 20 pro publisher,overview access powerful images and design tools. the print shop is your creative toolbox filled with an infinite number of projects you can personalize for every occasion. design memorable cards calendars newsletters and more using a variety of ...,,34.9,http://www.google.com/base/feeds/snippets/3435680088823178198
267,phillip keveren disney's the little mermaid/beauty and the beast,1. fathoms below 2. daughters of triton 3. part of your world 4. under the sea 5. part of your world reprise 6. poor unfortunate souls 7. les poissons 8. kiss the girl 9. belle 10. belle reprise 11. gaston 12. gaston reprise 13. be our guest 14. ...,,23.59,http://www.google.com/base/feeds/snippets/18172308291108986699
268,epson s041886 epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win,epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win storyteller 8 x 10 20 pages overview today's families have shelves and walls full of framed prints shoe boxes overflowing with ...,,23.61,http://www.google.com/base/feeds/snippets/18431066094306345892
269,encore software 10123 - aquarium 3-in-one limited edition (eurpac) - win 95 98 me 2000 xp,encore software 10123 : experience the 1 selling screensaver of all time marine aquarium plus goldfish aquarium and sharks. an amazing collection packed with stunning vibrance and detail. system requirements: pc: windows 98se/me/2000 sp4/xp (home ...,,18.97,http://www.google.com/base/feeds/snippets/1021042895134770712
270,sony media software super duper music looper software music production software,super duper music looper - music making software for children - windows super duper music looper software from sony is a fun easy way for kids to learn the basics of music-making and recording. designed for children ages 6 to 9 the software can be ...,,19.95,http://www.google.com/base/feeds/snippets/12546664403196501542
271,acid music studio 6,make your music more professional and more powerful!,,59.95,http://www.google.com/base/feeds/snippets/18353566070605982375
272,fluke networks intair-lap - interpretair wlan survey - complete product - network connectivity/management - 1 user(s) - complete product - standard - pc- free shipping,fluke networks intair-lap : interpretair provides wireless lan installers and network professionals with the vision they need to plan deploy verify and document their 802.11a/b/g wlan networks. interpretair is a wireless site survey tool and much ...,,3277.97,http://www.google.com/base/feeds/snippets/18403148885652932189
273,aspyr quake iv,system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or intel chipset cpu speed: 1.67 ghz or faster memory: 512 mb or higher hard disk space: 3.0 gb free disk space video card (ati): radeon 9600 video card ( ...,,45.99,http://www.google.com/base/feeds/snippets/5216541735240789992
274,black magic woman and other songs recorded by santana,(for xg-compatible modules). pianosoft. yamaha software for the disklavier. with disk. 5x5.5 inches. published by yamaha. one of the leading latin rockers guitarist extraordinaire carlos santana has enjoyed great musical success for many decades: ...,,34.95,http://www.google.com/base/feeds/snippets/18355217504558952548
275,bling software limited - 05013 - 123 movies 2 ipod w/ av cables umd size,123 movies 2 ipod allows you to take your whole dvd collection with you anywhere right in your pocket. watch your movies on your ipod or get the ipod av cables and watch movies on your tv from your ipod! watch dvd movies on your video ipod <b,,26.14,http://www.google.com/base/feeds/snippets/18362060657249986591
276,allume morpheus photo animation suite,mac os x 10.3.9 (tiger) or higher 400mhz g4 or better or any intel macintosh 256mb of ram,,41.99,http://www.google.com/base/feeds/snippets/1949229857064458441
277,autocad(r) lt 2007,autocad lt 2007 improves efficiency with full dwg file format compatibility dynamic blocks integration of layer management express tools and powerful drafting enhancements. from drafting to publishing to sharing new tools and features focus on ...,,330.95,http://www.google.com/base/feeds/snippets/17115668063963365674
278,sony media software vegas movie studio + dvd 8 platinum edition,vegas movie studio software is the easiest way to create captivating movies and slideshows to share with friends and family or online. integrated dvd authoring.,,100.97,http://www.google.com/base/feeds/snippets/16687635820409313347
279,adobe after effects professional 7.0 software effects software,after effects professional 7.0 software for mac os x the after effects professional 7.0 software for mac os x from adobe is a powerful 2d and 3d compositing software suite. it features hundreds of effects and animation presets to bring a new ...,,998.95,http://www.google.com/base/feeds/snippets/4682448981783641744
280,apple aperture v 1.5 photo editing,what's in the box application content and tutorial dvds printed and electronic documentation minimum system requirements power mac g5 with 1.8ghz or faster powerpc g5; 17- or 20-inch imac g5 with 1.8ghz or faster powerpc g5; or 15- or 17-inch ...,,299.99,http://www.google.com/base/feeds/snippets/7937630813831495909
281,garageband jampack rhythm section (mac) apple,key features: studio drummer 2000 loops rhythm kits guitars galore ...,,99.99,http://www.google.com/base/feeds/snippets/11616731797055705273
282,topics entertainment middle school success essentials,middle school success essentials is the leading-edge suite of software tools for the personal computer. ideal for young students at all learning levels middle school success essentials has educator-endorsed award-winning lessons that will improve ...,,17.55,http://www.google.com/base/feeds/snippets/17360430673200796553
283,sos aggregation company ufo afterlight - topware interactive,,,33.52,http://www.google.com/base/feeds/snippets/17663334954312320904
284,p17130 adaptive server enterprise - ( v. 11.9 ) - license - 1 concurrent user - win - e,sybase p17130 : usually ships in 24 hours : : adaptive server enterprise for windows nt provides performance-optimized database technology that exploits powerful multiprocessor pc servers at a low cost.,,288.57,http://www.google.com/base/feeds/snippets/13160033957858262841
285,win 2003 ter svr cal 5pk microsoft r19-00846,model- ms28736nt vendor- microsoft features- windows terminal svr cal 2003 english microsoft license pack user 5 pack calmanufacturer warranty: 90 days,,762.95,http://www.google.com/base/feeds/snippets/18389048469504944658
286,webroot software inc 28410 - child safe - win 98 me 2000 xp vista,webroot software inc 28410 : the most comprehensive and easy-to-use program to keep your children safe while they surf the web. you control individual settings for each child. parental control software: keep your children safe from internet threats ...,,34.97,http://www.google.com/base/feeds/snippets/648205874217332044
287,equilibrium debabelizer pro 6 0 win 1 u windows xp,full version standard license package type: retail for 1 user/s cd-rom mpn: 112100602,,382.9,http://www.google.com/base/feeds/snippets/18393898679155461769
288,britannica deluxe 2008,designed for adults & students alike encyclopaedia britannica deluxe is a comprehensive reference resource that gives you up-to-date in-depth & easy-to-use information. learn from nobel laureates historians & noted experts in one fun & single ...,,26.5,http://www.google.com/base/feeds/snippets/18405745276041721942
289,alfred publishing inc teach yourself to play guitar,the interactive way to learn guitar! this amazing multimedia tool teaches you everything you need to know to start playing guitar today. based on the best-selling book of the same name it includes a guitar chord dictionary and guitar tuner. plus ...,,13.32,http://www.google.com/base/feeds/snippets/16992155005735168035
290,microsoft virtual pc 7.0 windows xp home,to use microsoft virtual pc for mac version 7 users need: 700 mhz native* g3 g4 or g5 processor mac os x version 10.2.8-10.3; mac os x version 10.3 is required for the power mac g5 cd-rom drive 512 mb of ram 3 gb of available hard-disk space 1024 ...,,205.99,http://www.google.com/base/feeds/snippets/5527718669808727624
291,encore software 10485 - encore printmaster v.17.0 platinum - complete product - creativity application - 1 user - complete product - standard - pc,encore software 10485 : if you've got a passion for creative self-expression you'll find endless inspiration in this sophisticated easy-to-use program. enjoy all of the great features you expect from printmaster plus brilliant upgrades that make ...,,33.97,http://www.google.com/base/feeds/snippets/17133221075889749370
292,the beginners bible: noah's ark activity center: activity center,,,9.95,http://www.google.com/base/feeds/snippets/18441110047404795849
293,sony media software acid pro 6 software upgrade from acid pro 5 music production software,acid pro 6 loop based music production software for windows - upgrade for owners of acid pro 5 acid pro 6 from sony media software is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be ...,,129.95,http://www.google.com/base/feeds/snippets/534612205120966482
294,mike garson andrew lloyd webber andrew lloyd webber favorites - featuring sunset boulevard,1. as if we never said goodbye 2. too much in love to care 3. with one look 4. the perfect year 5. unexpected song 6. any dream will do 7. close every door to me 8. love changes everything 9. i don't know how to love him 10. don't cry for me ...,,23.59,http://www.google.com/base/feeds/snippets/17334196774609191985
295,sims 2 pets for mac,system requirements: requires the full version of the sims 2 for mac os x to play operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or intel chipset cpu speed: 1.2ghz or faster memory: 256 mb or higher (512 mb recommended) hard ...,,34.99,http://www.google.com/base/feeds/snippets/18282499725938188855
296,flyboys squadron mac,,,24.99,http://www.google.com/base/feeds/snippets/18371727039035112852
297,sea scene: living underwater worlds,bring the serenity of the ocean to yourpc!product informationenjoy the beauty and serenity of a virtual aquarium so real you will thinkyou're underwater. the lifelike marine habitats and amazing 3d modeled fish willtake your breath away. it features ...,,19.55,http://www.google.com/base/feeds/snippets/18400846626733696167
298,adobe soundbooth cs3 audio editing software - windows music production software,soundbooth cs3 - audio editing software stand-alone or integrated with adobe premiere pro after effects and flash - windows xp/vista soundbooth cs3 from adobe is a stand-alone software application that allows for creating editing and cleaning up ...,,198.95,http://www.google.com/base/feeds/snippets/3109934347512360013
299,office mac student/teach 04,model- ms-cd73797mc vendor- microsoft corporation features- office 2004 for mac student and teacher edition- full version office 2004 for mac student and teacher edition gives you all the leading presentation spreadsheet word processing and e-mail ...,,146.02,http://www.google.com/base/feeds/snippets/18396633258112051350
300,statistical methods in software engineering: reliability and risk 9780387988238,this book establishes a framework for dealing with uncertainties in software engineering and for using quantitative measures for decision making in this context. it brings in perspective the large body of work having statistical content that is ...,,99.0,http://www.google.com/base/feeds/snippets/10684672402205616674
301,my maillist & addressbook,the easy way to manage your names addresses and more product information mymaillist & addressbook is perfect for organizing your names addresses and other contact information. easily import and directly open your data from popular databases. make ...,,7.69,http://www.google.com/base/feeds/snippets/12603976278153658661
302,encore software 10741 - the print shop 22 deluxe sb cs by the print shop,encore software 10741 : new! the print shop 22 deluxe offers the best in total personal creativity. 350000+ images & graphics plus 20000+ project templates! packed with new features and tools you have everything you need for satisfy your creative ...,,42.97,http://www.google.com/base/feeds/snippets/5655410586169835557
303,hewlett packard ba154aa dp open file agent win 5wkst ltu,dp open file agent win 5wkst ltu,,320.44,http://www.google.com/base/feeds/snippets/18376303388125635572
304,global software a9716jcw - crossword addict - win 95 98 me 2000 xp,global software a9716jcw : this unique program allows crossword puzzle addicts to take their basic love of puzzles customize the interface to suit their preferences and add a series of interesting extra challenges. features 480 puzzles,,8.79,http://www.google.com/base/feeds/snippets/9639435771556038530
305,nolo quicken legal business pro 2007,you don't need an attorney to start and run a business ? most of the legal work involved simply requires reliable information and the right documents. quicken legal business pro provides the information and forms you need to start and run your ...,,67.94,http://www.google.com/base/feeds/snippets/17262070833319550928
306,sibelius sibelius 4 software music production software,sibelius 4 - software for writing playing printing and publishing music notation - mac os x and windows sibelius 4 from sibelius is a fully featured and complete software solution for writing playing printing and publishing music notation. from its ...,,449.95,http://www.google.com/base/feeds/snippets/3887119395489365873
307,phantom efx reel deal slots mystic forest,fantasy: the best just keeps getting better! this hot new game is busting at the seams with bonus rounds superior sound and graphics and the quality fans have come to love from phantom efx. high-level concept: the most r,,17.24,http://www.google.com/base/feeds/snippets/18264562147667335719
308,microsoft 121-00324 - visual studio team suite 2005 with msdn premium subscriptions - complete product - software development - standard - 1 user(s) - complete product - english - pc- free shipping,microsoft 121-00324 : design develop and test modern service-oriented solutions. team suite combines the visual studio team system role-based products into a set that address the needs of multifunctional roles in an organization. with visual ...,,10015.97,http://www.google.com/base/feeds/snippets/124870490385972224
309,quicken 2007 deluxe win cd,quicken 2007 deluxe win cd $20 end-user mail-in-rebate in the box from product launch thru november 30 2006.,intuit,57.99,http://www.google.com/base/feeds/snippets/10330893806550846255
310,panda software panda internet security 2007,the new panda internet security 2007 is a complete solution which protects you against identity theft against viruses spyware hackers and other internet threats.,,69.99,http://www.google.com/base/feeds/snippets/12243674671451624208
311,orion/imaginova starry night screensaver,hitchhike on a comet as it streaks past incredible 3-d planets. hop off at mars for the breaking red dawn or at pluto in perpetual twilight. tour entrancing space-scapes featuring the latest imagery from the hubble and spitzer telescopes. speed ...,,16.27,http://www.google.com/base/feeds/snippets/17450858518393943272
312,apple garageband jam pack: remix tools,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,,95.99,http://www.google.com/base/feeds/snippets/2838840999646798655
313,avanquest usa llc pcdefense,offers full protection against a wide range of spyware crimeware malware keyloggers rootkits viruses and other stealth applications pcdefense protects you from: spyware - spyware scan removes the spyware that's compromising your privacy r,,26.11,http://www.google.com/base/feeds/snippets/17411408037622367354
314,alsoft diskwarrior for intel,diskwarrior supports any mac os standard (hfs) or mac os extended (hfs plus) disk including raid volumes journaled disks case-sensitive disks filevaults and ipods. diskwarrior requires a g3 mac or better (such as a g4 g5 or any intel processor) ...,,89.99,http://www.google.com/base/feeds/snippets/5935343405881149008
315,evergirl: pc cd-rom video game,based on the tween lifestyle brand launched in 2004 this action/adventure game will contain loads of adventures tailored specifically to the player's personality type. the evergirl brand features a clothing and accessories line with a companion web ...,,14.99,http://www.google.com/base/feeds/snippets/10563522754094993865
316,microsoft microsoft office pro 2004 software suite - mac apple & mac software,microsoft office pro 2004 software suite - mac microsoft office 2004 professional edition for mac offers an expansive set of tools and integrated applications for creating managing and presenting information. a complete productivity solution office ...,,498.95,http://www.google.com/base/feeds/snippets/8324654787720267662
317,adobe photoshop cs3 extended software full version for windows,adorama camera: ideal for film video and multimedia professionals and graphic and web designers using 3d and motion as well as professionals in engineering and science adobe photoshop cs3 extended software delivers everything in photoshop cs3 ...,,969.0,http://www.google.com/base/feeds/snippets/13807405031002803472
318,the printshop 20,overview the print shop 20 delivers thousands of irresistible project ideas including greeting cards calendars photo projects crafts and so much more. enliven your creations with a huge array of exciting design elements like premium artwork and ...,,19.9,http://www.google.com/base/feeds/snippets/17298617365180292947
319,retrospect 7.5 prof win upg only pz24a0075,retrospect 7.5 prof win upg only pz24a0075,emc,54.68,http://www.google.com/base/feeds/snippets/18415416380788323186
320,final-draft final draft 7.0 with syd fields workshop bundle screen writing software,final draft 7.0 with syd field's screenwriting workshop bundle the final draft 7.0 with syd field's screenwriting workshop bundle from final draft combines the industry standard screenwriting software suite with a dvd training video on screenwriting ...,,247.95,http://www.google.com/base/feeds/snippets/12656847251589121665
321,prosoft engineering drive genius 1.5,product datasheet [pdf: 816kb],,84.99,http://www.google.com/base/feeds/snippets/16319944090637292990
322,topics entertainment topics entertainment play electric guitar deluxe windows,full version cd-rom,,39.9,http://www.google.com/base/feeds/snippets/18404319188505755669
323,onone software plug-in suite - full,the photoshop plug-in suite is a collection of software plug-ins that get you back to shooting. for image resizing color correction masking and border effects this collection will get you back behind the camera. system requirements: mac os x,,393.68,http://www.google.com/base/feeds/snippets/16974008974544976244
324,qb pos 6.0 basic software,qb pos 6.0 basic retail mngmt software. for retailers who need basic inventory sales and customer tracking.,intuit,637.99,http://www.google.com/base/feeds/snippets/11343515411965421256
325,recover lost data,overview get recover lost data and get peace of mind! gives you the power to restore your lost files with an easy-to-use and intuitive graphical recovery wizard. runs directly from a cd or installs to to the hard drive. powerful recovery tools find ...,,29.9,http://www.google.com/base/feeds/snippets/5665024204886410
326,palo alto software business plan pro 2007,business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ord,,88.83,http://www.google.com/base/feeds/snippets/16952776452110398384
327,macspeech ilisten with headset and microphone,feature summary easy to install train and use continuous speech recognition - dictation in normal tone of voice and at a normal pace using the philips freespeech 2000 speech engine direct dictation - dictate edit and format text directly in any ...,,149.99,http://www.google.com/base/feeds/snippets/1766122214269018147
328,me too software 800801 - hijack2 - win 98 me nt 2000 xp/mac 10.0 or higher,me too software 800801 : hijack2 is a laptop tracking software aimed to keep your laptop secure. simply install and configure hijack2 on your notebook computer and begin reaping the beneifits of laptop security! me too software s hijack2 is a ...,,35.97,http://www.google.com/base/feeds/snippets/11216712001773264822
329,punch software 41100 punch! home design architectural series 18,architectural series 18 provides innovative new tools to unleash your design creativity. novice or pro punch! architectural series 18 has the tools and flexibility to have anyone designing a professional-looking home design quickly and easily. a ...,punch software,118.99,http://www.google.com/base/feeds/snippets/10621416214836586442
330,microsoft word 2004 upgrade for mac os x apple & mac software,word 2004 upgrade for mac os x the word 2004 upgrade for mac os x from microsoft allows users of older versions of word to upgrade to the word 2004 version at a cost reduced when compared to buying the full version of the software. word is a ...,,108.95,http://www.google.com/base/feeds/snippets/7946849252371593289
331,symantec pcanywhere 11.0 - windows,super fast shipping - platinum reseller ratings - over 12 years in business symantec pcanywhere 11.0 combines versatile remote control functionality with secure customizable tools for remote management and file transfer. the integrated remote ...,,19.99,http://www.google.com/base/feeds/snippets/18373045261595979693
332,sony media software photo go (with $5 mir),photo go? is the fun easy way to organize edit and share your digital photos. if your digital photo collection is growing out of control photo go? software can get you organized. photo go automatically imports pictures stored on your,,19.66,http://www.google.com/base/feeds/snippets/18113699401844993243
333,encore software 11031 - calendar creator platinum sb csby riverdeep,encore software 11031 : encore software calendar creator platinum sb csby riverdeep - 11031,,25.97,http://www.google.com/base/feeds/snippets/3539622760913695235
334,encore software 11861 - jewels of cleopatra - win xp vista,encore software 11861 : jewels of cleopatra is a mesmerizing puzzler with a creative twist: instead of matching tiles you ll be adventuring through them! as archaeologist dr. felicity turnstone you must make your way through hidden tombs and ...,,18.97,http://www.google.com/base/feeds/snippets/14007011703509063417
335,clifford thinking,overview that's why when clifford tries to do what other dogs do things can get a little out of hand. sometimes he gets into trouble. sometimes he saves the day. most of the time he has a lot of fun. all of the time he's a good dog and true friend ...,,12.9,http://www.google.com/base/feeds/snippets/8804538687114603592
336,intuit quicken basic 2007 software for windows tax & finance software,quicken basic 2007 software for windows the quicken basic 2007 software for windows from intuit is a software package that is designed to help you track your personal finances. it allows you to create a budget schedule bill payments verify accuracy ...,,29.95,http://www.google.com/base/feeds/snippets/3846293022585027470
337,roxio toast 8 titanium cdr software,requirements: macintosh computer with a powerpc g4 powerpc g5 or intel processor cd dvd or blu-ray disc recordable drive mac os x v10.4.8 or higher 250 mb of free disk space to install up to 15 gb of temporary free disk space during usage ...,,82.99,http://www.google.com/base/feeds/snippets/908293428104495266
338,abacus usa/world extreme landscapes bundle,,,38.43,http://www.google.com/base/feeds/snippets/18054567164113625813
