id_amzn,id_g,y
b000099sie,http://www.google.com/base/feeds/snippets/12471937113581397461,1
b000099sin,http://www.google.com/base/feeds/snippets/18383594456090582739,1
b00009adf3,http://www.google.com/base/feeds/snippets/10843999530069218918,1
b00009adf3,http://www.google.com/base/feeds/snippets/12203635138191657547,1
b00009apn8,http://www.google.com/base/feeds/snippets/17298617365180292947,1
b00009apna,http://www.google.com/base/feeds/snippets/3435680088823178198,1
b00009nfc1,http://www.google.com/base/feeds/snippets/4441393199380874556,1
b00009v3nw,http://www.google.com/base/feeds/snippets/16452108546715101414,1
b00009v7hf,http://www.google.com/base/feeds/snippets/18373045261595979693,1
b0000afu4e,http://www.google.com/base/feeds/snippets/10376000923691891679,1
b0000aka82,http://www.google.com/base/feeds/snippets/15883771067913561390,1
b0000als2s,http://www.google.com/base/feeds/snippets/17832927937923546408,1
b0000azk3v,http://www.google.com/base/feeds/snippets/5449819493015414043,1
b0000azk3v,http://www.google.com/base/feeds/snippets/8506958797516287357,1
b0000azvvs,http://www.google.com/base/feeds/snippets/2914315195947217599,1
b0000azvvs,http://www.google.com/base/feeds/snippets/5310740648374994867,1
b0000c4dx0,http://www.google.com/base/feeds/snippets/12956485848771496004,1
b0000c6eol,http://www.google.com/base/feeds/snippets/10445277524546945239,1
b0000c6fjm,http://www.google.com/base/feeds/snippets/18413075895200367717,1
b0000c7gep,http://www.google.com/base/feeds/snippets/18343959075631403504,1
b0000c7gep,http://www.google.com/base/feeds/snippets/18433413888105089937,1
b0000dzfvd,http://www.google.com/base/feeds/snippets/18398703861878507186,1
b0000vmim2,http://www.google.com/base/feeds/snippets/15283790763832398825,1
b0000vmim2,http://www.google.com/base/feeds/snippets/17335686828900761528,1
b0000vmimw,http://www.google.com/base/feeds/snippets/18364436159487312703,1
b0000vyk1o,http://www.google.com/base/feeds/snippets/17409160117322953940,1
b0000y7wck,http://www.google.com/base/feeds/snippets/18395209041486825295,1
b0000ycfcw,http://www.google.com/base/feeds/snippets/321181551780335576,1
b0000ycfdg,http://www.google.com/base/feeds/snippets/13728717906019565465,1
b0000ycfdq,http://www.google.com/base/feeds/snippets/4188176128903497851,1
b0000ycfe0,http://www.google.com/base/feeds/snippets/8175198959985911471,1
b00013wh0w,http://www.google.com/base/feeds/snippets/10202903815808902868,1
b00013wh0w,http://www.google.com/base/feeds/snippets/341468719852005595,1
b000162zp6,http://www.google.com/base/feeds/snippets/18423412970630780827,1
b000162zq0,http://www.google.com/base/feeds/snippets/18424247759201075212,1
b00019jgwi,http://www.google.com/base/feeds/snippets/407742822135371560,1
b00019tb00,http://www.google.com/base/feeds/snippets/251538724524961694,1
b00019tb00,http://www.google.com/base/feeds/snippets/272319572293073318,1
b00019tb00,http://www.google.com/base/feeds/snippets/4672425011703995374,1
b0001an1n2,http://www.google.com/base/feeds/snippets/14758105640999079833,1
b0001av65w,http://www.google.com/base/feeds/snippets/18312853825749428303,1
b0001bfdau,http://www.google.com/base/feeds/snippets/16537637847870148950,1
b0001bfdau,http://www.google.com/base/feeds/snippets/4018509382848032799,1
b0001bfdau,http://www.google.com/base/feeds/snippets/4081985616275580076,1
b0001bg5gq,http://www.google.com/base/feeds/snippets/11618158047568311763,1
b0001d56uu,http://www.google.com/base/feeds/snippets/18039361276696190381,1
b0001db6i6,http://www.google.com/base/feeds/snippets/12904825904608701558,1
b0001fyrq2,http://www.google.com/base/feeds/snippets/14693413290856659257,1
b0001fyrqc,http://www.google.com/base/feeds/snippets/16246834342456901109,1
b0001fyrqc,http://www.google.com/base/feeds/snippets/5976779863499710865,1
b0001fyrqc,http://www.google.com/base/feeds/snippets/7062936722155279808,1
b0001fyrqm,http://www.google.com/base/feeds/snippets/6239309275726276581,1
b0001g6q2e,http://www.google.com/base/feeds/snippets/6607475390801476875,1
b0001gu7di,http://www.google.com/base/feeds/snippets/1035187390817409083,1
b0001gu7jc,http://www.google.com/base/feeds/snippets/17037106486883484113,1
b0001h9l5m,http://www.google.com/base/feeds/snippets/15812045656958608251,1
b0001ipy66,http://www.google.com/base/feeds/snippets/17321125761149481127,1
b0001iqnc0,http://www.google.com/base/feeds/snippets/14425804478665246948,1
b0001iqnc0,http://www.google.com/base/feeds/snippets/18240279639195527181,1
b0001nm7zm,http://www.google.com/base/feeds/snippets/8829327324895223617,1
b0001wn0ky,http://www.google.com/base/feeds/snippets/16388256207576026986,1
b0001wn0li,http://www.google.com/base/feeds/snippets/18379653518269884966,1
b0001wn0sq,http://www.google.com/base/feeds/snippets/7946849252371593289,1
b0001wn16m,http://www.google.com/base/feeds/snippets/10092468528845066077,1
b0001wn16m,http://www.google.com/base/feeds/snippets/14391445631859374347,1
b0001wn16m,http://www.google.com/base/feeds/snippets/18372325427432567642,1
b0001wn16m,http://www.google.com/base/feeds/snippets/18396633258112051350,1
b0001wn18u,http://www.google.com/base/feeds/snippets/664913958514106734,1
b0001wn1a8,http://www.google.com/base/feeds/snippets/8324654787720267662,1
b0001wn1ee,http://www.google.com/base/feeds/snippets/12776057589362570320,1
b0001wn1fs,http://www.google.com/base/feeds/snippets/11687167580478628748,1
b0001xngz2,http://www.google.com/base/feeds/snippets/5836713568200382986,1
b0001xnkp8,http://www.google.com/base/feeds/snippets/12656847251589121665,1
b00020633g,http://www.google.com/base/feeds/snippets/5720091777255380975,1
b00021lrw2,http://www.google.com/base/feeds/snippets/6591008499871907116,1
b00021xhzw,http://www.google.com/base/feeds/snippets/18430621475529168165,1
b00022pti4,http://www.google.com/base/feeds/snippets/16729750960777382226,1
b00022pti4,http://www.google.com/base/feeds/snippets/7739419455751524618,1
b00022ptru,http://www.google.com/base/feeds/snippets/8761785470712681109,1
b00022ptt8,http://www.google.com/base/feeds/snippets/10568264795540984053,1
b00023azve,http://www.google.com/base/feeds/snippets/4949402291543451335,1
b00024wjrq,http://www.google.com/base/feeds/snippets/16744224390148606478,1
b00024yohy,http://www.google.com/base/feeds/snippets/9205821354688722990,1
b0002719lk,http://www.google.com/base/feeds/snippets/18416093365515680633,1
b00027eqmy,http://www.google.com/base/feeds/snippets/2460101921085498175,1
b0002al1z6,http://www.google.com/base/feeds/snippets/15577341303347278445,1
b0002bqqtq,http://www.google.com/base/feeds/snippets/12603976278153658661,1
b0002bqqxw,http://www.google.com/base/feeds/snippets/18436194751131787997,1
b0002bqrq8,http://www.google.com/base/feeds/snippets/18386073325514862606,1
b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581,1
b0002ce0v6,http://www.google.com/base/feeds/snippets/17297585967951704634,1
b0002e3g6o,http://www.google.com/base/feeds/snippets/18384557845547191313,1
b0002fgfiy,http://www.google.com/base/feeds/snippets/16668702350993735780,1
b0002h6x34,http://www.google.com/base/feeds/snippets/4823291609006887387,1
b0002itt84,http://www.google.com/base/feeds/snippets/5505866551596188643,1
b0002iwyke,http://www.google.com/base/feeds/snippets/10827782844634609439,1
b0002jtvng,http://www.google.com/base/feeds/snippets/5572182459728876600,1
b0002nt5ho,http://www.google.com/base/feeds/snippets/5527718669808727624,1
b0002oqy1i,http://www.google.com/base/feeds/snippets/15832790434131694955,1
b0002qnd2y,http://www.google.com/base/feeds/snippets/975032998818002648,1
b0002r74a0,http://www.google.com/base/feeds/snippets/18380144380139373224,1
b0002vcuzk,http://www.google.com/base/feeds/snippets/14443906686010295390,1
b0002w37x8,http://www.google.com/base/feeds/snippets/18444171148464728826,1
b0002x1omi,http://www.google.com/base/feeds/snippets/7039940734695244235,1
b0002x9a1u,http://www.google.com/base/feeds/snippets/13871525141591734359,1
b0002z8a1o,http://www.google.com/base/feeds/snippets/18163685181387991761,1
b00030cbu4,http://www.google.com/base/feeds/snippets/18379664802687261824,1
b00030iej6,http://www.google.com/base/feeds/snippets/7742313617688572944,1
b000314vvu,http://www.google.com/base/feeds/snippets/18384366678790095384,1
b00032hexq,http://www.google.com/base/feeds/snippets/6856336028258284106,1
b00032hey0,http://www.google.com/base/feeds/snippets/13776469109811872414,1
b00032heya,http://www.google.com/base/feeds/snippets/6195321262763979528,1
b00032heyk,http://www.google.com/base/feeds/snippets/14100958400236899770,1
b00061m0qk,http://www.google.com/base/feeds/snippets/15404585187042606500,1
b00061u8sc,http://www.google.com/base/feeds/snippets/12121003713992255160,1
b00062ak2k,http://www.google.com/base/feeds/snippets/18376072611700638452,1
b00062jdka,http://www.google.com/base/feeds/snippets/9616317575612495489,1
b00062uji0,http://www.google.com/base/feeds/snippets/2604592440966815556,1
b00062uji0,http://www.google.com/base/feeds/snippets/2644254417608822315,1
b00063blg8,http://www.google.com/base/feeds/snippets/18399719239824156071,1
b0006513tg,http://www.google.com/base/feeds/snippets/5781318040297863663,1
b00068u7ww,http://www.google.com/base/feeds/snippets/13815055497602261010,1
b0006a5iwe,http://www.google.com/base/feeds/snippets/2275328841264109872,1
b0006aao96,http://www.google.com/base/feeds/snippets/15911936238938935149,1
b0006aao9g,http://www.google.com/base/feeds/snippets/15937975832085771486,1
b0006b63rw,http://www.google.com/base/feeds/snippets/12911813140487249020,1
b0006b64v2,http://www.google.com/base/feeds/snippets/18369825056478487049,1
b0006b6b1a,http://www.google.com/base/feeds/snippets/18378422702839985200,1
b0006g2tum,http://www.google.com/base/feeds/snippets/18352674914916743912,1
b0006g2vk0,http://www.google.com/base/feeds/snippets/18365507478568694929,1
b0006g2wke,http://www.google.com/base/feeds/snippets/18422068306669698354,1
b0006g2wr2,http://www.google.com/base/feeds/snippets/18403352308945312678,1
b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711,1
b0006g31ao,http://www.google.com/base/feeds/snippets/18445341039052694828,1
b0006g31i6,http://www.google.com/base/feeds/snippets/18405362244680246986,1
b0006ma3bs,http://www.google.com/base/feeds/snippets/16814254064816255791,1
b0006ni698,http://www.google.com/base/feeds/snippets/11865417944403325412,1
b0006nkbn2,http://www.google.com/base/feeds/snippets/13986409474793202514,1
b0006nkbn2,http://www.google.com/base/feeds/snippets/8709560014305112537,1
b0006oei8u,http://www.google.com/base/feeds/snippets/18409822956112890125,1
b0006se5bq,http://www.google.com/base/feeds/snippets/18428750969726461849,1
b0006vc3vc,http://www.google.com/base/feeds/snippets/13235146651353177601,1
b0006z16qq,http://www.google.com/base/feeds/snippets/18445827127704822533,1
b00074dy8e,http://www.google.com/base/feeds/snippets/3528611718110158975,1
b00076ywii,http://www.google.com/base/feeds/snippets/17407485579094223073,1
b00076ywj2,http://www.google.com/base/feeds/snippets/12002408855288739955,1
b000787g6q,http://www.google.com/base/feeds/snippets/14035761522429892531,1
b00078x3hm,http://www.google.com/base/feeds/snippets/5707639507589635432,1
b00079pmwa,http://www.google.com/base/feeds/snippets/18400846626733696167,1
b0007d8es0,http://www.google.com/base/feeds/snippets/18445465727364031756,1
b0007d8esa,http://www.google.com/base/feeds/snippets/18368896632826907002,1
b0007iqg3a,http://www.google.com/base/feeds/snippets/16894460490935798232,1
b0007l9ecw,http://www.google.com/base/feeds/snippets/5363123129666342202,1
b0007lw22g,http://www.google.com/base/feeds/snippets/10849068506859926430,1
b0007lw22g,http://www.google.com/base/feeds/snippets/18398718226932431716,1
b0007lw22g,http://www.google.com/base/feeds/snippets/4539901557040997564,1
b0007lw22q,http://www.google.com/base/feeds/snippets/10939909441298262260,1
b0007lw22q,http://www.google.com/base/feeds/snippets/16090908477278345856,1
b0007lw230,http://www.google.com/base/feeds/snippets/10595032077010116055,1
b0007lw230,http://www.google.com/base/feeds/snippets/10628460274071713512,1
b0007lw230,http://www.google.com/base/feeds/snippets/17298610841039937504,1
b0007lw23a,http://www.google.com/base/feeds/snippets/11630432614273539055,1
b0007lw23a,http://www.google.com/base/feeds/snippets/3045238811380824044,1
b0007lw23a,http://www.google.com/base/feeds/snippets/9643223122893875320,1
b0007prnjo,http://www.google.com/base/feeds/snippets/18434733520229761009,1
b0007q7mg2,http://www.google.com/base/feeds/snippets/13029285540855383313,1
b0007q7mg2,http://www.google.com/base/feeds/snippets/13558726664717453661,1
b0007r7e7i,http://www.google.com/base/feeds/snippets/18118065911754783035,1
b0007sxgla,http://www.google.com/base/feeds/snippets/318535575684738487,1
b0007sxglk,http://www.google.com/base/feeds/snippets/12109861711097484827,1
b0007sxglk,http://www.google.com/base/feeds/snippets/17762641182538089473,1
b0007sxglk,http://www.google.com/base/feeds/snippets/18405058220481329541,1
b0007sxgmo,http://www.google.com/base/feeds/snippets/12250274471957898660,1
b0007sxgn8,http://www.google.com/base/feeds/snippets/13588549604733030954,1
b0007yepx2,http://www.google.com/base/feeds/snippets/17962667015870936885,1
b0007yepxc,http://www.google.com/base/feeds/snippets/16647647854444612501,1
b0007yepy6,http://www.google.com/base/feeds/snippets/4783370532123880956,1
b0007yepyg,http://www.google.com/base/feeds/snippets/14284530408597272725,1
b0007yll20,http://www.google.com/base/feeds/snippets/18425596514092797479,1
b0007yll20,http://www.google.com/base/feeds/snippets/18431066094306345892,1
b0007zf3ge,http://www.google.com/base/feeds/snippets/10244573068939530333,1
b0007znn48,http://www.google.com/base/feeds/snippets/7744305702477366904,1
b00081i6ji,http://www.google.com/base/feeds/snippets/18411096849519146392,1
b00083czbg,http://www.google.com/base/feeds/snippets/15052254484804072386,1
b0008ews9o,http://www.google.com/base/feeds/snippets/18354430457145981051,1
b0008ewsai,http://www.google.com/base/feeds/snippets/10066664236286478958,1
b0008ewsf8,http://www.google.com/base/feeds/snippets/10087092539211280139,1
b0008g2bvm,http://www.google.com/base/feeds/snippets/18275035621919457369,1
b0008glg1i,http://www.google.com/base/feeds/snippets/1496374872690142682,1
b0008glg1i,http://www.google.com/base/feeds/snippets/65639973300118271,1
b0008glghc,http://www.google.com/base/feeds/snippets/2838840999646798655,1
b0008glgmc,http://www.google.com/base/feeds/snippets/11616731797055705273,1
b0008glgmc,http://www.google.com/base/feeds/snippets/11641601394104549163,1
b0008glgrm,http://www.google.com/base/feeds/snippets/4178014773187756948,1
b000922dwc,http://www.google.com/base/feeds/snippets/15297739858013318917,1
b00097alks,http://www.google.com/base/feeds/snippets/4522979894661726264,1
b00099e4ya,http://www.google.com/base/feeds/snippets/16750826951044664483,1
b00099xdpq,http://www.google.com/base/feeds/snippets/9660795325358759539,1
b0009afff6,http://www.google.com/base/feeds/snippets/9757350103424139605,1
b0009dt87e,http://www.google.com/base/feeds/snippets/12849123232978824729,1
b0009dwkwo,http://www.google.com/base/feeds/snippets/15744420000863688597,1
b0009dwkwo,http://www.google.com/base/feeds/snippets/8882659121069859929,1
b0009dwkwo,http://www.google.com/base/feeds/snippets/9753054521720614066,1
b0009dxjuq,http://www.google.com/base/feeds/snippets/16790631679419428442,1
b0009gd0km,http://www.google.com/base/feeds/snippets/17374298119474236406,1
b0009h9q1i,http://www.google.com/base/feeds/snippets/5665024204886410,1
b0009hl34q,http://www.google.com/base/feeds/snippets/11654629063147846560,1
b0009i5sgy,http://www.google.com/base/feeds/snippets/13523201367240249515,1
b0009i5sgy,http://www.google.com/base/feeds/snippets/3306668805908280679,1
b0009i5sgy,http://www.google.com/base/feeds/snippets/4615810080995000742,1
b0009i5sgy,http://www.google.com/base/feeds/snippets/7702263644150091221,1
b0009i9tqy,http://www.google.com/base/feeds/snippets/8804538687114603592,1
b0009jgv50,http://www.google.com/base/feeds/snippets/13809600021930717984,1
b0009jhv1s,http://www.google.com/base/feeds/snippets/18080236342166120371,1
b0009jhv5e,http://www.google.com/base/feeds/snippets/16721626632033099240,1
b0009jlux8,http://www.google.com/base/feeds/snippets/4923451909983851979,1
b0009n4gx0,http://www.google.com/base/feeds/snippets/8968352871606641625,1
b0009nr9mu,http://www.google.com/base/feeds/snippets/16755727468265308879,1
b0009qvgeo,http://www.google.com/base/feeds/snippets/10895411331126528294,1
b0009qvgeo,http://www.google.com/base/feeds/snippets/17491282253363994324,1
b0009ren8e,http://www.google.com/base/feeds/snippets/18152695793777845265,1
b0009rgzgm,http://www.google.com/base/feeds/snippets/1883379429602083103,1
b0009stm6g,http://www.google.com/base/feeds/snippets/7117788517647646539,1
b0009suw4w,http://www.google.com/base/feeds/snippets/18425416409544307946,1
b0009suw4w,http://www.google.com/base/feeds/snippets/4325793427900176296,1
b0009suw5q,http://www.google.com/base/feeds/snippets/712876185653102576,1
b0009xb12o,http://www.google.com/base/feeds/snippets/18396354299258717606,1
b0009y6f0g,http://www.google.com/base/feeds/snippets/18404319188505755669,1
b0009y6f56,http://www.google.com/base/feeds/snippets/13392915442415544255,1
b0009yegcu,http://www.google.com/base/feeds/snippets/12024241460287341882,1
b0009yegpc,http://www.google.com/base/feeds/snippets/13834985344480832776,1
b0009yegpc,http://www.google.com/base/feeds/snippets/18259447335875519213,1
b0009yn1rq,http://www.google.com/base/feeds/snippets/8664755713112971171,1
b0009yx9be,http://www.google.com/base/feeds/snippets/1021042895134770712,1
b0009yx9bo,http://www.google.com/base/feeds/snippets/14640507864355837784,1
b0009yx9bo,http://www.google.com/base/feeds/snippets/18395787464051623418,1
b0009yx9by,http://www.google.com/base/feeds/snippets/5238862557893361196,1
b0009zhg8k,http://www.google.com/base/feeds/snippets/18403568462989725383,1
b000a0s3x6,http://www.google.com/base/feeds/snippets/16019355033889363381,1
b000a2aknu,http://www.google.com/base/feeds/snippets/5520835678868977029,1
b000a2zlam,http://www.google.com/base/feeds/snippets/1904648546294590301,1
b000a3ky4e,http://www.google.com/base/feeds/snippets/18356638685856745200,1
b000a3x6te,http://www.google.com/base/feeds/snippets/16407653863068941558,1
b000a40w4a,http://www.google.com/base/feeds/snippets/16720347622986234211,1
b000a6na6a,http://www.google.com/base/feeds/snippets/18355630027419003625,1
b000a7mfn8,http://www.google.com/base/feeds/snippets/18387170188665857199,1
b000a7q6n8,http://www.google.com/base/feeds/snippets/13561687450780175373,1
b000a7q6n8,http://www.google.com/base/feeds/snippets/9575830162604297862,1
b000aa878m,http://www.google.com/base/feeds/snippets/14837029540644805566,1
b000aa8796,http://www.google.com/base/feeds/snippets/13804410937823415271,1
b000aa87go,http://www.google.com/base/feeds/snippets/1803780371601211439,1
b000aa87pu,http://www.google.com/base/feeds/snippets/18373688292230003205,1
b000abapo0,http://www.google.com/base/feeds/snippets/2284939042076115226,1
b000aly75i,http://www.google.com/base/feeds/snippets/18391095906680955632,1
b000aoz7fo,http://www.google.com/base/feeds/snippets/18353566070605982375,1
b000aoz7hw,http://www.google.com/base/feeds/snippets/10563522754094993865,1
b000ap2wyw,http://www.google.com/base/feeds/snippets/2622452102774676117,1
b000ap422c,http://www.google.com/base/feeds/snippets/15918748426604243470,1
b000ar96bm,http://www.google.com/base/feeds/snippets/16873990150005697074,1
b000ayxld4,http://www.google.com/base/feeds/snippets/13230504925826567019,1
b000b0gzu8,http://www.google.com/base/feeds/snippets/14443748429238960679,1
b000b3z2zo,http://www.google.com/base/feeds/snippets/5286999908576362211,1
b000b57k4s,http://www.google.com/base/feeds/snippets/16798783463218493349,1
b000b5rweg,http://www.google.com/base/feeds/snippets/18360660165216793779,1
b000b5srju,http://www.google.com/base/feeds/snippets/16872612252422367466,1
b000b5ue6y,http://www.google.com/base/feeds/snippets/18392141725886908183,1
b000b63xha,http://www.google.com/base/feeds/snippets/14798220155665223365,1
b000b676fa,http://www.google.com/base/feeds/snippets/17982318849719467269,1
b000b6kh38,http://www.google.com/base/feeds/snippets/18277398973089665313,1
b000b6kxfa,http://www.google.com/base/feeds/snippets/8894150903607310427,1
b000b6n2lw,http://www.google.com/base/feeds/snippets/18382903514613113420,1
b000b6n2lw,http://www.google.com/base/feeds/snippets/4747185109584668947,1
b000b6n2m6,http://www.google.com/base/feeds/snippets/12929795214910360357,1
b000b6n2m6,http://www.google.com/base/feeds/snippets/9246547342017279002,1
b000b6oboy,http://www.google.com/base/feeds/snippets/12643092178258671772,1
b000b6vlh4,http://www.google.com/base/feeds/snippets/10993073455692001778,1
b000barbaq,http://www.google.com/base/feeds/snippets/124870490385972224,1
b000bc38o2,http://www.google.com/base/feeds/snippets/12383342975629473219,1
b000bcdrdo,http://www.google.com/base/feeds/snippets/18395874674910243298,1
b000bcdrdo,http://www.google.com/base/feeds/snippets/9984474904568818121,1
b000bcicr0,http://www.google.com/base/feeds/snippets/17392222800642377551,1
b000bcicwa,http://www.google.com/base/feeds/snippets/12825336441689158397,1
b000bckm7i,http://www.google.com/base/feeds/snippets/13540884315258409885,1
b000bckm7i,http://www.google.com/base/feeds/snippets/7704167897291051109,1
b000bckmaa,http://www.google.com/base/feeds/snippets/13796906802854864998,1
b000bcz8ng,http://www.google.com/base/feeds/snippets/3077454195131808819,1
b000bddf08,http://www.google.com/base/feeds/snippets/11443016597547288676,1
b000bdiqpc,http://www.google.com/base/feeds/snippets/17153123894129090968,1
b000bezsyi,http://www.google.com/base/feeds/snippets/10911853136488554482,1
b000bgpqos,http://www.google.com/base/feeds/snippets/11029185598470444071,1
b000bgpqr0,http://www.google.com/base/feeds/snippets/12737245292905990966,1
b000bgtv80,http://www.google.com/base/feeds/snippets/10623432141570708774,1
b000bgtv80,http://www.google.com/base/feeds/snippets/11711993756559182415,1
b000bhq5jw,http://www.google.com/base/feeds/snippets/18436637620422411542,1
b000bi641a,http://www.google.com/base/feeds/snippets/8050920942672245174,1
b000bi7uqs,http://www.google.com/base/feeds/snippets/18403148885652932189,1
b000bi8m2e,http://www.google.com/base/feeds/snippets/9000601847258285543,1
b000bknncq,http://www.google.com/base/feeds/snippets/10004325115759097777,1
b000bljed2,http://www.google.com/base/feeds/snippets/13747478666009449997,1
b000bnb72g,http://www.google.com/base/feeds/snippets/17010841797296818807,1
b000bndghk,http://www.google.com/base/feeds/snippets/18427441766979913551,1
b000bndgzw,http://www.google.com/base/feeds/snippets/6327594211039677778,1
b000bnjmnc,http://www.google.com/base/feeds/snippets/2723560865541859631,1
b000bnkbdm,http://www.google.com/base/feeds/snippets/18374143831267894200,1
b000bo9rt0,http://www.google.com/base/feeds/snippets/10667383848205761084,1
b000bo9rt0,http://www.google.com/base/feeds/snippets/1187936019689259805,1
b000brczzk,http://www.google.com/base/feeds/snippets/15013560737417394943,1
b000brgbpa,http://www.google.com/base/feeds/snippets/18413484739795948632,1
b000brm3xe,http://www.google.com/base/feeds/snippets/18396085441922746096,1
b000brm3xe,http://www.google.com/base/feeds/snippets/7181709960017015550,1
b000bs2vzs,http://www.google.com/base/feeds/snippets/10956401022937572078,1
b000bs5ibm,http://www.google.com/base/feeds/snippets/15944513620809178120,1
b000bsfs3k,http://www.google.com/base/feeds/snippets/13482242609904424371,1
b000bt559q,http://www.google.com/base/feeds/snippets/3137318477096164629,1
b000btas3y,http://www.google.com/base/feeds/snippets/18393736281334607132,1
b000bu7u48,http://www.google.com/base/feeds/snippets/16694806128312036500,1
b000buqo9a,http://www.google.com/base/feeds/snippets/12604725900103506627,1
b000butd6q,http://www.google.com/base/feeds/snippets/6990565128537638388,1
b000bw7kxw,http://www.google.com/base/feeds/snippets/18392335669009428265,1
b000bwa1jw,http://www.google.com/base/feeds/snippets/9029108187932664886,1
b000bwbu6u,http://www.google.com/base/feeds/snippets/6282886480523973402,1
b000bwzxk4,http://www.google.com/base/feeds/snippets/8498979351589060419,1
b000bx0006,http://www.google.com/base/feeds/snippets/17214545032473425136,1
b000bx0006,http://www.google.com/base/feeds/snippets/4621582451171111860,1
b000bx24o6,http://www.google.com/base/feeds/snippets/14415907760923977024,1
b000bx24o6,http://www.google.com/base/feeds/snippets/17938513699320393589,1
b000bx441w,http://www.google.com/base/feeds/snippets/6376971851371386778,1
b000bx5ggy,http://www.google.com/base/feeds/snippets/12226449661661559282,1
b000bx5ggy,http://www.google.com/base/feeds/snippets/8317633865991250636,1
